transaction_id,account_id,transaction_time,amount,transaction_type,merchant,location,known_anomaly
117,85,2026-05-29 17:40:00,882.79,DEBIT,Myntra,Pune,False
118,77,2026-04-15 21:29:00,3441.26,DEBIT,Apple,Pune,False
119,59,2026-03-14 00:34:00,837.02,CREDIT,Swiggy,Delhi,False
120,70,2026-04-07 17:07:00,1806.3,DEBIT,Uber,Delhi,False
121,8,2026-04-16 01:55:00,1063.15,DEBIT,Myntra,Delhi,False
122,60,2026-04-10 02:55:00,4998.06,DEBIT,Shell,Ludhiana,False
123,64,2026-04-02 03:44:00,1412.25,DEBIT,Amazon,Delhi,False
124,30,2026-01-08 13:16:00,3364.95,CREDIT,Apple,Ludhiana,False
125,6,2026-04-12 06:34:00,4472.9,DEBIT,Uber,Ludhiana,False
126,56,2026-02-03 05:17:00,4261.62,DEBIT,Myntra,Bangalore,False
127,53,2026-06-30 09:28:00,1524.94,DEBIT,Apple,Pune,False
128,52,2026-06-15 14:19:00,2359.95,DEBIT,Walmart,Bangalore,False
129,33,2026-01-01 10:03:00,2443.34,DEBIT,Shell,Chandigarh,False
130,53,2026-07-01 11:53:00,708.67,DEBIT,Myntra,Hyderabad,False
131,7,2026-06-26 11:28:00,643.14,DEBIT,Walmart,Delhi,False
132,81,2026-02-27 15:55:00,2674.91,DEBIT,Apple,Ludhiana,False
133,2,2026-06-18 00:11:00,4924.27,CREDIT,Walmart,Pune,False
134,20,2026-07-05 06:35:00,3924.41,DEBIT,Apple,Chandigarh,False
135,62,2026-07-05 01:04:00,4972.31,DEBIT,Uber,Hyderabad,False
136,9,2026-06-01 01:49:00,2294.36,CREDIT,Flipkart,Hyderabad,False
137,65,2026-06-28 06:32:00,2387.03,CREDIT,Uber,Chandigarh,False
138,69,2026-07-17 20:33:00,2696.91,DEBIT,Swiggy,Chandigarh,False
139,42,2026-05-30 13:24:00,5222.32,DEBIT,Amazon,Bangalore,False
140,96,2026-05-19 19:14:00,2569.9,CREDIT,Swiggy,Pune,False
141,84,2026-05-01 21:00:00,4576.41,DEBIT,Walmart,Hyderabad,False
142,57,2026-01-06 14:06:00,950.61,CREDIT,Uber,Chandigarh,False
143,84,2026-05-25 17:15:00,6755.91,DEBIT,Walmart,Hyderabad,False
144,43,2026-05-19 08:34:00,5191.98,CREDIT,Flipkart,Pune,False
145,92,2026-03-27 11:27:00,3095.54,DEBIT,Apple,Mumbai,False
146,96,2026-02-06 14:14:00,928.11,CREDIT,Myntra,Mumbai,False
147,89,2026-05-11 12:18:00,2249.89,DEBIT,Flipkart,Chandigarh,False
148,19,2026-03-07 13:21:00,1662.92,DEBIT,Uber,Mumbai,False
149,11,2026-02-22 02:34:00,2333.43,DEBIT,Netflix,Chandigarh,False
150,82,2026-01-04 10:06:00,2061.85,DEBIT,Myntra,Bangalore,False
151,87,2026-04-19 22:02:00,4554.48,CREDIT,Swiggy,Pune,False
152,33,2026-05-21 01:30:00,3245.09,DEBIT,Myntra,Delhi,False
153,31,2026-01-08 23:42:00,1922.68,DEBIT,Swiggy,Bangalore,False
154,2,2026-01-18 20:33:00,3540.9,DEBIT,Local Store,Pune,False
155,64,2026-05-09 06:37:00,5752.98,DEBIT,Netflix,Pune,False
156,25,2026-02-19 19:11:00,2478.42,DEBIT,Walmart,Pune,False
157,83,2026-02-17 20:17:00,688.0,DEBIT,Walmart,Bangalore,False
158,42,2026-02-18 02:49:00,3619.4,DEBIT,Shell,Bangalore,False
159,68,2026-06-25 10:27:00,2699.75,CREDIT,Apple,Pune,False
160,44,2026-01-28 09:58:00,4730.35,DEBIT,Uber,Hyderabad,False
161,29,2026-07-22 21:52:00,3877.85,CREDIT,Flipkart,Delhi,False
162,51,2026-06-15 13:58:00,174.49,DEBIT,Flipkart,Pune,False
163,96,2026-02-09 10:44:00,2112.76,CREDIT,Netflix,Chandigarh,False
164,4,2026-04-30 10:09:00,2513.66,CREDIT,Local Store,Mumbai,False
165,83,2026-05-29 15:44:00,976.83,DEBIT,Walmart,Mumbai,False
166,6,2026-06-29 08:37:00,2427.06,DEBIT,Walmart,Delhi,False
167,31,2026-07-16 16:16:00,5305.49,DEBIT,Swiggy,Ludhiana,False
168,96,2026-02-06 01:15:00,4549.83,CREDIT,Myntra,Ludhiana,False
169,53,2026-06-11 21:48:00,4389.69,DEBIT,Netflix,Hyderabad,False
170,47,2026-07-18 05:36:00,1303.3,DEBIT,Flipkart,Delhi,False
171,51,2026-02-03 09:03:00,2782.52,CREDIT,Netflix,Pune,False
172,82,2026-05-02 10:14:00,2801.41,DEBIT,Netflix,Mumbai,False
173,73,2026-03-26 19:58:00,1640.89,DEBIT,Flipkart,Hyderabad,False
174,19,2026-04-11 22:51:00,2920.66,DEBIT,Uber,Mumbai,False
175,70,2026-01-06 09:51:00,1901.42,DEBIT,Flipkart,Hyderabad,False
176,31,2026-04-07 14:49:00,4180.27,DEBIT,Amazon,Mumbai,False
177,95,2026-05-12 19:32:00,2558.25,DEBIT,Shell,Ludhiana,False
178,14,2026-01-16 18:55:00,2684.38,DEBIT,Shell,Bangalore,False
179,59,2026-06-05 04:50:00,6411.1,CREDIT,Walmart,Chandigarh,False
180,92,2026-01-30 09:57:00,5402.74,DEBIT,Flipkart,Ludhiana,False
181,19,2026-04-29 09:30:00,751.48,DEBIT,Swiggy,Ludhiana,False
182,68,2026-06-06 15:08:00,2465.86,DEBIT,Walmart,Hyderabad,False
183,90,2026-03-20 06:54:00,721.73,DEBIT,Swiggy,Chandigarh,False
184,30,2026-05-26 04:09:00,1362.1,CREDIT,Swiggy,Pune,False
185,13,2026-06-22 16:12:00,1766.5,CREDIT,Walmart,Delhi,False
186,11,2026-05-16 16:14:00,1082.45,DEBIT,Uber,Ludhiana,False
187,8,2026-05-09 17:47:00,2489.11,DEBIT,Swiggy,Hyderabad,False
188,93,2026-04-24 18:13:00,669.78,DEBIT,Flipkart,Delhi,False
189,74,2026-05-08 16:58:00,46965.62,DEBIT,Shell,Bangalore,True
190,15,2026-06-06 05:38:00,4863.36,DEBIT,Shell,Hyderabad,False
191,80,2026-04-08 08:59:00,3143.68,CREDIT,Amazon,Mumbai,False
192,35,2026-05-04 17:25:00,3497.16,DEBIT,Flipkart,Delhi,False
193,24,2026-01-12 03:53:00,3393.05,DEBIT,Walmart,Pune,False
194,68,2026-05-05 02:47:00,1317.75,DEBIT,Uber,Bangalore,False
195,40,2026-01-20 03:42:00,3950.75,DEBIT,Uber,Mumbai,False
196,97,2026-04-10 01:40:00,2233.42,DEBIT,Myntra,Pune,False
197,55,2026-02-11 10:33:00,2184.34,CREDIT,Flipkart,Chandigarh,False
198,15,2026-06-27 04:15:00,1900.83,DEBIT,Shell,Pune,False
199,40,2026-04-20 17:50:00,515.95,DEBIT,Netflix,Hyderabad,False
200,18,2026-02-13 16:26:00,4753.23,DEBIT,Amazon,Chandigarh,False
201,96,2026-07-23 10:12:00,2955.31,DEBIT,Flipkart,Delhi,False
202,51,2026-01-07 19:45:00,5357.19,DEBIT,Myntra,Delhi,False
203,41,2026-02-11 22:24:00,2002.85,DEBIT,Swiggy,Delhi,False
204,42,2026-06-17 12:23:00,1050.67,CREDIT,Flipkart,Delhi,False
205,56,2026-05-25 02:15:00,4360.35,DEBIT,Apple,Pune,False
206,44,2026-01-28 19:24:00,1995.65,CREDIT,Shell,Pune,False
207,15,2026-02-23 18:32:00,3318.97,DEBIT,Netflix,Delhi,False
208,19,2026-02-25 15:47:00,2322.52,DEBIT,Walmart,Mumbai,False
209,99,2026-07-25 12:36:00,2282.2,DEBIT,Local Store,Bangalore,False
210,81,2026-06-20 17:29:00,2061.65,DEBIT,Myntra,Pune,False
211,39,2026-06-18 02:46:00,3285.22,DEBIT,Myntra,Delhi,False
212,8,2026-02-02 21:01:00,1886.12,DEBIT,Local Store,Ludhiana,False
213,65,2026-01-15 22:27:00,1018.12,DEBIT,Myntra,Hyderabad,False
214,74,2026-06-23 04:06:00,2402.44,DEBIT,Shell,Mumbai,False
215,8,2026-01-31 16:52:00,2977.46,CREDIT,Shell,Pune,False
216,23,2026-06-09 23:43:00,377.32,DEBIT,Shell,Ludhiana,False
217,79,2026-05-04 04:41:00,1041.67,DEBIT,Local Store,Delhi,False
218,81,2026-02-04 09:48:00,3911.48,DEBIT,Shell,Pune,False
219,50,2026-02-24 17:58:00,1671.86,CREDIT,Flipkart,Delhi,False
220,75,2026-04-23 22:50:00,2229.32,CREDIT,Swiggy,Mumbai,False
221,77,2026-04-30 14:16:00,4706.69,DEBIT,Uber,Pune,False
222,90,2026-07-11 15:41:00,4917.07,DEBIT,Walmart,Pune,False
223,86,2026-03-19 23:38:00,2036.53,DEBIT,Flipkart,Hyderabad,False
224,63,2026-02-26 09:55:00,1611.0,CREDIT,Walmart,Bangalore,False
225,13,2026-05-03 14:41:00,1679.58,DEBIT,Local Store,Mumbai,False
226,77,2026-03-02 06:30:00,1972.9,DEBIT,Myntra,Delhi,False
227,53,2026-06-13 10:47:00,1870.85,DEBIT,Netflix,Ludhiana,False
228,31,2026-06-20 18:19:00,664.79,CREDIT,Netflix,Bangalore,False
229,87,2026-05-20 00:51:00,6080.72,DEBIT,Shell,Ludhiana,False
230,54,2026-02-20 09:20:00,4716.54,CREDIT,Apple,Delhi,False
231,83,2026-07-07 20:05:00,1590.75,DEBIT,Walmart,Bangalore,False
232,11,2026-07-06 21:44:00,5594.99,DEBIT,Uber,Hyderabad,False
233,56,2026-01-10 17:02:00,1268.32,CREDIT,Swiggy,Delhi,False
234,51,2026-01-30 17:04:00,2081.62,DEBIT,Flipkart,Mumbai,False
235,4,2026-02-23 04:11:00,2556.21,DEBIT,Uber,Delhi,False
236,37,2026-02-20 12:47:00,5696.89,DEBIT,Myntra,Chandigarh,False
237,79,2026-07-19 19:31:00,612.07,CREDIT,Local Store,Ludhiana,False
238,55,2026-04-20 15:29:00,1092.16,DEBIT,Walmart,Delhi,False
239,31,2026-07-01 23:34:00,2569.02,DEBIT,Local Store,Ludhiana,False
240,3,2026-02-22 06:35:00,2454.74,DEBIT,Apple,Chandigarh,False
241,1,2026-02-01 04:06:00,3316.88,DEBIT,Shell,Bangalore,False
242,9,2026-07-04 19:40:00,6031.34,DEBIT,Shell,Delhi,False
243,50,2026-01-06 21:55:00,5484.73,DEBIT,Flipkart,Hyderabad,False
244,9,2026-02-07 17:49:00,2188.66,DEBIT,Local Store,Pune,False
245,97,2026-03-05 17:57:00,2599.37,CREDIT,Myntra,Pune,False
246,62,2026-01-23 23:22:00,3631.61,CREDIT,Myntra,Delhi,False
247,38,2026-04-23 21:29:00,1594.35,DEBIT,Shell,Chandigarh,False
248,70,2026-03-11 13:53:00,1305.93,DEBIT,Apple,Bangalore,False
249,100,2026-06-09 02:08:00,635.38,CREDIT,Swiggy,Pune,False
250,57,2026-03-10 00:26:00,3775.91,DEBIT,Myntra,Pune,False
251,64,2026-06-04 13:20:00,2277.2,DEBIT,Walmart,Chandigarh,False
252,78,2026-04-17 22:58:00,4040.63,DEBIT,Flipkart,Delhi,False
253,11,2026-03-02 16:09:00,1823.83,DEBIT,Myntra,Bangalore,False
254,58,2026-05-09 08:42:00,870.55,CREDIT,Local Store,Chandigarh,False
255,36,2026-05-28 21:31:00,3452.4,DEBIT,Flipkart,Ludhiana,False
256,96,2026-02-21 23:37:00,3261.99,CREDIT,Local Store,Pune,False
257,57,2026-05-20 09:25:00,916.55,DEBIT,Local Store,Delhi,False
258,78,2026-05-16 01:32:00,1402.34,DEBIT,Flipkart,Chandigarh,False
259,98,2026-04-12 11:13:00,977.14,DEBIT,Netflix,Delhi,False
260,4,2026-05-21 21:32:00,4503.96,DEBIT,Shell,Delhi,False
261,34,2026-06-28 20:10:00,3790.03,DEBIT,Netflix,Delhi,False
262,18,2026-06-12 01:26:00,3615.23,DEBIT,Walmart,Hyderabad,False
263,88,2026-07-20 05:56:00,6649.29,DEBIT,Shell,Bangalore,False
264,39,2026-03-05 09:13:00,4195.68,DEBIT,Flipkart,Ludhiana,False
265,29,2026-01-10 13:40:00,1089.49,CREDIT,Flipkart,Ludhiana,False
266,74,2026-07-20 20:21:00,2441.51,CREDIT,Uber,Ludhiana,False
267,12,2026-05-30 13:34:00,542.29,DEBIT,Swiggy,Hyderabad,False
268,74,2026-01-28 00:03:00,1029.17,CREDIT,Myntra,Chandigarh,False
269,88,2026-03-08 06:01:00,3747.91,DEBIT,Uber,Chandigarh,False
270,65,2026-02-15 04:56:00,6157.7,DEBIT,Shell,Mumbai,False
271,39,2026-07-08 22:11:00,1025.96,DEBIT,Apple,Hyderabad,False
272,11,2026-07-20 13:19:00,2201.9,DEBIT,Apple,Mumbai,False
273,81,2026-02-26 03:22:00,1324.51,DEBIT,Uber,Pune,False
274,80,2026-07-25 04:58:00,3511.95,DEBIT,Amazon,Hyderabad,False
275,4,2026-03-18 18:04:00,1217.78,DEBIT,Local Store,Chandigarh,False
276,80,2026-07-18 15:19:00,2915.14,DEBIT,Apple,Pune,False
277,39,2026-01-27 13:38:00,3015.47,DEBIT,Amazon,Mumbai,False
278,57,2026-05-04 20:38:00,1522.25,DEBIT,Local Store,Mumbai,False
279,41,2026-05-26 04:02:00,3003.45,DEBIT,Uber,Hyderabad,False
280,48,2026-03-30 00:20:00,4717.13,DEBIT,Myntra,Delhi,False
281,35,2026-06-02 05:43:00,2651.9,CREDIT,Netflix,Hyderabad,False
282,21,2026-04-24 20:32:00,4420.12,CREDIT,Netflix,Hyderabad,False
283,21,2026-01-09 10:31:00,1939.91,DEBIT,Walmart,Chandigarh,False
284,65,2026-05-09 11:38:00,2488.11,DEBIT,Amazon,Delhi,False
285,37,2026-07-15 09:40:00,3461.26,DEBIT,Amazon,Hyderabad,False
286,14,2026-05-14 04:12:00,1840.38,CREDIT,Swiggy,Bangalore,False
287,6,2026-01-27 18:31:00,1960.17,DEBIT,Swiggy,Ludhiana,False
288,58,2026-02-13 06:11:00,3662.83,DEBIT,Uber,Delhi,False
289,51,2026-02-22 12:37:00,2873.07,DEBIT,Netflix,Ludhiana,False
290,66,2026-01-15 04:02:00,2245.16,DEBIT,Uber,Pune,False
291,43,2026-02-20 21:25:00,3537.49,CREDIT,Flipkart,Ludhiana,False
292,41,2026-04-19 22:44:00,1210.08,CREDIT,Local Store,Bangalore,False
293,65,2026-07-24 10:14:00,73271.02,DEBIT,Myntra,Hyderabad,True
294,87,2026-04-23 00:31:00,914.52,DEBIT,Amazon,Ludhiana,False
295,61,2026-03-24 20:18:00,1061.3,DEBIT,Amazon,Ludhiana,False
296,62,2026-05-19 10:09:00,564.6,DEBIT,Uber,Hyderabad,False
297,88,2026-06-10 13:51:00,1035.72,DEBIT,Flipkart,Chandigarh,False
298,20,2026-07-02 16:57:00,1955.17,DEBIT,Local Store,Chandigarh,False
299,95,2026-06-24 04:04:00,3460.38,DEBIT,Shell,Chandigarh,False
300,41,2026-07-14 02:32:00,3408.09,DEBIT,Flipkart,Ludhiana,False
301,46,2026-04-07 06:01:00,4442.78,CREDIT,Local Store,Chandigarh,False
302,25,2026-04-19 16:19:00,3465.74,DEBIT,Netflix,Bangalore,False
303,99,2026-05-07 23:53:00,1987.06,DEBIT,Shell,Hyderabad,False
304,93,2026-07-17 18:28:00,2382.36,DEBIT,Swiggy,Chandigarh,False
305,45,2026-01-29 18:34:00,5129.92,DEBIT,Flipkart,Chandigarh,False
306,84,2026-03-15 13:41:00,1331.42,DEBIT,Shell,Bangalore,False
307,72,2026-03-30 06:37:00,4449.83,DEBIT,Amazon,Pune,False
308,68,2026-02-06 11:32:00,1913.47,DEBIT,Swiggy,Bangalore,False
309,92,2026-02-27 12:06:00,2476.23,CREDIT,Swiggy,Pune,False
310,61,2026-04-15 13:59:00,2321.56,DEBIT,Flipkart,Bangalore,False
311,83,2026-01-14 13:55:00,798.92,DEBIT,Uber,Chandigarh,False
312,23,2026-05-25 12:59:00,3005.57,DEBIT,Myntra,Mumbai,False
313,96,2026-07-26 18:55:00,7038.18,DEBIT,Local Store,Delhi,False
314,43,2026-07-17 19:25:00,1372.33,CREDIT,Shell,Chandigarh,False
315,18,2026-03-01 03:53:00,3635.54,DEBIT,Myntra,Pune,False
316,33,2026-05-03 17:43:00,3855.63,DEBIT,Apple,Ludhiana,False
317,87,2026-06-05 17:19:00,4775.84,CREDIT,Shell,Bangalore,False
318,12,2026-02-21 04:41:00,3315.89,DEBIT,Myntra,Bangalore,False
319,32,2026-05-01 00:18:00,423.3,DEBIT,Apple,Ludhiana,False
320,93,2026-05-11 21:48:00,3637.22,DEBIT,Netflix,Delhi,False
321,86,2026-04-24 05:22:00,940.09,DEBIT,Walmart,Pune,False
322,38,2026-02-18 15:08:00,2668.44,DEBIT,Myntra,Mumbai,False
323,59,2026-06-21 10:09:00,3076.04,DEBIT,Shell,Hyderabad,False
324,86,2026-01-30 19:23:00,3541.49,CREDIT,Shell,Chandigarh,False
325,68,2026-07-19 09:25:00,4709.01,DEBIT,Shell,Mumbai,False
326,74,2026-07-09 10:48:00,3357.59,DEBIT,Myntra,Delhi,False
327,88,2026-01-21 06:09:00,1289.56,DEBIT,Myntra,Mumbai,False
328,66,2026-07-23 10:50:00,2240.34,DEBIT,Myntra,Pune,False
329,40,2026-01-27 14:08:00,2382.72,DEBIT,Amazon,Chandigarh,False
330,45,2026-01-22 22:31:00,4674.11,DEBIT,Walmart,Chandigarh,False
331,5,2026-06-03 01:10:00,1894.83,DEBIT,Flipkart,Chandigarh,False
332,58,2026-05-17 18:26:00,4951.84,CREDIT,Walmart,Pune,False
333,85,2026-07-15 14:38:00,5911.12,DEBIT,Swiggy,Ludhiana,False
334,17,2026-01-02 06:21:00,5164.26,DEBIT,Amazon,Bangalore,False
335,60,2026-04-01 02:47:00,2485.25,CREDIT,Myntra,Bangalore,False
336,20,2026-02-11 02:03:00,1592.64,CREDIT,Amazon,Hyderabad,False
337,85,2026-03-17 00:46:00,2511.23,DEBIT,Walmart,Delhi,False
338,77,2026-01-18 17:20:00,315.11,DEBIT,Netflix,Pune,False
339,6,2026-01-21 13:12:00,2349.91,CREDIT,Uber,Ludhiana,False
340,38,2026-04-27 02:37:00,1824.3,CREDIT,Local Store,Ludhiana,False
341,99,2026-07-09 18:45:00,3205.42,DEBIT,Netflix,Chandigarh,False
