transaction_id,account_id,transaction_time,amount,transaction_type,merchant,location,z_score,account_frequency,risk_score,risk
67,25,2026-07-27 04:55:00,3229.03,CREDIT,Apple,Chandigarh,0.31771383394169755,97,0,NORMAL
68,71,2026-03-18 12:36:00,3666.63,DEBIT,Swiggy,Hyderabad,0.7206220737344523,99,0,NORMAL
69,75,2026-07-06 02:42:00,2847.6,DEBIT,Myntra,Hyderabad,-0.15406753289627156,89,0,NORMAL
70,95,2026-07-07 16:05:00,1570.18,DEBIT,Local Store,Bangalore,-0.6964477107730291,113,0,NORMAL
71,12,2026-03-14 12:01:00,4194.08,DEBIT,Uber,Delhi,0.019218311168917535,99,0,NORMAL
72,6,2026-01-27 12:22:00,1003.23,DEBIT,Myntra,Chandigarh,-1.0962626750370348,117,0,NORMAL
73,81,2026-02-23 17:29:00,2940.25,DEBIT,Amazon,Hyderabad,-0.1321041631540081,105,0,NORMAL
74,99,2026-03-21 16:15:00,3402.75,CREDIT,Uber,Hyderabad,0.14929613795703883,103,0,NORMAL
75,90,2026-06-16 04:37:00,3340.17,CREDIT,Uber,Hyderabad,-0.12209368159580515,93,0,NORMAL
76,60,2026-04-26 12:35:00,3709.92,CREDIT,Myntra,Ludhiana,0.09072604751385707,106,0,NORMAL
77,93,2026-02-27 22:44:00,2311.18,DEBIT,Myntra,Chandigarh,-0.39192968081631635,100,0,NORMAL
78,34,2026-04-11 23:11:00,4822.55,CREDIT,Shell,Chandigarh,1.397704726188316,118,0,NORMAL
79,81,2026-05-03 06:40:00,997.31,DEBIT,Flipkart,Ludhiana,-0.39911295191936674,105,0,NORMAL
80,11,2026-02-25 15:13:00,1286.39,DEBIT,Netflix,Delhi,-0.33356556844053287,118,0,NORMAL
81,54,2026-06-02 23:16:00,1750.73,DEBIT,Swiggy,Hyderabad,-0.31538396223039333,89,0,NORMAL
82,75,2026-05-19 11:49:00,4431.07,DEBIT,Myntra,Delhi,0.1073910626723654,89,0,NORMAL
83,46,2026-07-15 23:02:00,1095.05,CREDIT,Shell,Hyderabad,-0.3600723593806112,94,0,NORMAL
84,78,2026-04-10 08:56:00,6065.61,DEBIT,Swiggy,Chandigarh,0.8170149573907445,102,0,NORMAL
85,4,2026-06-20 04:07:00,1758.88,DEBIT,Uber,Ludhiana,-0.6960230618527201,105,0,NORMAL
86,69,2026-07-25 11:43:00,378.78,DEBIT,Amazon,Delhi,-0.39416786720501307,112,0,NORMAL
87,83,2026-04-30 04:27:00,2686.41,DEBIT,Netflix,Chandigarh,-0.07101000575182972,101,0,NORMAL
88,42,2026-04-12 07:26:00,1781.46,CREDIT,Swiggy,Bangalore,-0.3100357916849938,104,0,NORMAL
89,11,2026-03-23 15:16:00,2615.07,CREDIT,Walmart,Hyderabad,-0.14732067128896997,118,0,NORMAL
90,84,2026-04-01 00:47:00,625.46,DEBIT,Netflix,Hyderabad,-0.39316406544962584,95,0,NORMAL
91,3,2026-03-21 08:36:00,3363.14,DEBIT,Myntra,Pune,-0.06653553226709076,94,0,NORMAL
92,33,2026-02-11 16:48:00,5067.08,DEBIT,Uber,Bangalore,0.09600294145728218,91,0,NORMAL
93,14,2026-05-17 15:28:00,4020.6,CREDIT,Swiggy,Pune,0.05110970218410226,112,0,NORMAL
94,26,2026-03-30 10:03:00,722.87,DEBIT,Walmart,Pune,-1.259079034176125,98,0,NORMAL
95,99,2026-07-26 01:11:00,1519.85,CREDIT,Amazon,Bangalore,-0.43616670149848585,103,0,NORMAL
96,69,2026-07-04 05:09:00,1421.74,DEBIT,Flipkart,Delhi,-0.29524873643003346,112,0,NORMAL
97,54,2026-06-17 09:15:00,6306.75,DEBIT,Uber,Chandigarh,0.26217815652319976,89,0,NORMAL
98,23,2026-04-09 08:00:00,5291.27,CREDIT,Local Store,Hyderabad,1.7625531046017897,96,0,NORMAL
99,69,2026-04-28 08:20:00,2168.35,DEBIT,Netflix,Hyderabad,-0.22443680478557199,112,0,NORMAL
100,12,2026-06-19 04:41:00,1934.74,DEBIT,Local Store,Ludhiana,-0.256237420814419,99,0,NORMAL
101,86,2026-03-19 05:31:00,3263.8,DEBIT,Flipkart,Hyderabad,0.29650633833201834,76,0,NORMAL
102,34,2026-04-11 14:04:00,2209.25,CREDIT,Shell,Delhi,-0.46143477660428045,118,0,NORMAL
103,67,2026-03-29 11:58:00,6399.21,DEBIT,Myntra,Pune,0.3778313850248365,98,0,NORMAL
104,92,2026-02-03 21:06:00,3262.35,CREDIT,Apple,Mumbai,-0.030914712644886034,119,0,NORMAL
105,52,2026-07-13 07:15:00,3200.67,DEBIT,Flipkart,Chandigarh,0.03920358060910272,116,0,NORMAL
106,96,2026-06-15 04:53:00,3898.46,DEBIT,Apple,Bangalore,0.655309265146944,96,0,NORMAL
107,33,2026-03-09 09:51:00,1477.36,DEBIT,Netflix,Mumbai,-0.28118789145927314,91,0,NORMAL
108,95,2026-07-11 00:20:00,2105.17,DEBIT,Local Store,Bangalore,-0.3558826149242799,113,0,NORMAL
109,13,2026-07-14 11:20:00,3959.0,DEBIT,Uber,Bangalore,0.8189681945912858,101,0,NORMAL
110,6,2026-02-15 23:26:00,5991.3,DEBIT,Myntra,Delhi,2.084411543343421,117,40,REVIEW
111,2,2026-01-19 16:56:00,2267.93,DEBIT,Apple,Hyderabad,-0.4063832638937277,117,0,NORMAL
112,62,2026-06-29 00:56:00,1065.57,DEBIT,Walmart,Ludhiana,-1.0958328817138085,102,0,NORMAL
113,81,2026-02-01 00:19:00,4537.51,CREDIT,Netflix,Delhi,0.08739950548391011,105,0,NORMAL
114,72,2026-03-24 04:05:00,5406.32,DEBIT,Shell,Chandigarh,1.5594473638693984,98,0,NORMAL
115,58,2026-07-27 00:45:00,4140.13,DEBIT,Local Store,Delhi,0.13496648894763563,99,0,NORMAL
116,79,2026-03-17 15:40:00,6355.96,DEBIT,Netflix,Bangalore,2.5125476560850246,122,50,REVIEW
117,85,2026-05-29 17:40:00,882.79,DEBIT,Myntra,Pune,-1.22981280492427,89,0,NORMAL
118,77,2026-04-15 21:29:00,3441.26,DEBIT,Apple,Pune,0.5592224508766804,84,0,NORMAL
119,59,2026-03-14 00:34:00,837.02,CREDIT,Swiggy,Delhi,-0.40219681342985725,92,0,NORMAL
120,70,2026-04-07 17:07:00,1806.3,DEBIT,Uber,Delhi,-0.7674528329658442,90,0,NORMAL
121,8,2026-04-16 01:55:00,1063.15,DEBIT,Myntra,Delhi,-0.347016145404428,91,0,NORMAL
122,60,2026-04-10 02:55:00,4998.06,DEBIT,Shell,Ludhiana,0.3820011714673242,106,0,NORMAL
123,64,2026-04-02 03:44:00,1412.25,DEBIT,Amazon,Delhi,-0.8428736311555511,110,0,NORMAL
124,30,2026-01-08 13:16:00,3364.95,CREDIT,Apple,Ludhiana,0.06837352739019166,92,0,NORMAL
125,6,2026-04-12 06:34:00,4472.9,DEBIT,Uber,Ludhiana,1.1161942301964753,117,0,NORMAL
126,56,2026-02-03 05:17:00,4261.62,DEBIT,Myntra,Bangalore,0.31515656220990007,101,0,NORMAL
127,53,2026-06-30 09:28:00,1524.94,DEBIT,Apple,Pune,-0.37762029341687536,105,0,NORMAL
128,52,2026-06-15 14:19:00,2359.95,DEBIT,Walmart,Bangalore,-0.13444350241781214,116,0,NORMAL
129,33,2026-01-01 10:03:00,2443.34,DEBIT,Shell,Chandigarh,-0.17968727280914604,91,0,NORMAL
130,53,2026-07-01 11:53:00,708.67,DEBIT,Myntra,Hyderabad,-0.5545966938672299,105,0,NORMAL
131,7,2026-06-26 11:28:00,643.14,DEBIT,Walmart,Delhi,-0.4590827950964672,93,0,NORMAL
132,81,2026-02-27 15:55:00,2674.91,DEBIT,Apple,Ludhiana,-0.16856854806090193,105,0,NORMAL
133,2,2026-06-18 00:11:00,4924.27,CREDIT,Walmart,Pune,1.5008990471441075,117,0,NORMAL
134,20,2026-07-05 06:35:00,3924.41,DEBIT,Apple,Chandigarh,-0.022122209107659024,98,0,NORMAL
135,62,2026-07-05 01:04:00,4972.31,DEBIT,Uber,Hyderabad,1.6760019030065056,102,0,NORMAL
136,9,2026-06-01 01:49:00,2294.36,CREDIT,Flipkart,Hyderabad,-0.2320003232854714,84,0,NORMAL
137,65,2026-06-28 06:32:00,2387.03,CREDIT,Uber,Chandigarh,-0.15000816600417224,112,0,NORMAL
138,69,2026-07-17 20:33:00,2696.91,DEBIT,Swiggy,Chandigarh,-0.17430573958419973,112,0,NORMAL
139,42,2026-05-30 13:24:00,5222.32,DEBIT,Amazon,Bangalore,0.41324719193050585,104,0,NORMAL
140,96,2026-05-19 19:14:00,2569.9,CREDIT,Swiggy,Pune,-0.17219861343340084,96,0,NORMAL
141,84,2026-05-01 21:00:00,4576.41,DEBIT,Walmart,Hyderabad,0.09254574884048591,95,0,NORMAL
142,57,2026-01-06 14:06:00,950.61,CREDIT,Uber,Chandigarh,-0.39328564838731883,107,0,NORMAL
143,84,2026-05-25 17:15:00,6755.91,DEBIT,Walmart,Hyderabad,0.3604824577953698,95,0,NORMAL
144,43,2026-05-19 08:34:00,5191.98,CREDIT,Flipkart,Pune,0.42297607502649814,97,0,NORMAL
145,92,2026-03-27 11:27:00,3095.54,DEBIT,Apple,Mumbai,-0.06576985815491851,119,0,NORMAL
146,96,2026-02-06 14:14:00,928.11,CREDIT,Myntra,Mumbai,-1.1948051648683564,96,0,NORMAL
147,89,2026-05-11 12:18:00,2249.89,DEBIT,Flipkart,Chandigarh,-0.20463346049751058,103,0,NORMAL
148,19,2026-03-07 13:21:00,1662.92,DEBIT,Uber,Mumbai,-0.8026330018477856,98,0,NORMAL
149,11,2026-02-22 02:34:00,2333.43,DEBIT,Netflix,Chandigarh,-0.1867989601423931,118,0,NORMAL
150,82,2026-01-04 10:06:00,2061.85,DEBIT,Myntra,Bangalore,-0.22664262556823708,107,0,NORMAL
151,87,2026-04-19 22:02:00,4554.48,CREDIT,Swiggy,Pune,0.876973728878788,85,0,NORMAL
152,33,2026-05-21 01:30:00,3245.09,DEBIT,Myntra,Delhi,-0.09544316733828809,91,0,NORMAL
153,31,2026-01-08 23:42:00,1922.68,DEBIT,Swiggy,Bangalore,-0.21704619056432808,104,0,NORMAL
154,2,2026-01-18 20:33:00,3540.9,DEBIT,Local Store,Pune,0.507623664241162,117,0,NORMAL
155,64,2026-05-09 06:37:00,5752.98,DEBIT,Netflix,Pune,2.0302467427257493,110,40,REVIEW
156,25,2026-02-19 19:11:00,2478.42,DEBIT,Walmart,Pune,-0.17070917540560293,97,0,NORMAL
157,83,2026-02-17 20:17:00,688.0,DEBIT,Walmart,Bangalore,-0.3823063184231615,101,0,NORMAL
158,42,2026-02-18 02:49:00,3619.4,DEBIT,Shell,Bangalore,0.07630678746855259,104,0,NORMAL
159,68,2026-06-25 10:27:00,2699.75,CREDIT,Apple,Pune,-0.11501895840461734,100,0,NORMAL
160,44,2026-01-28 09:58:00,4730.35,DEBIT,Uber,Hyderabad,0.06530046381048932,99,0,NORMAL
161,29,2026-07-22 21:52:00,3877.85,CREDIT,Flipkart,Delhi,0.8255403884325863,99,0,NORMAL
162,51,2026-06-15 13:58:00,174.49,DEBIT,Flipkart,Pune,-0.5365023235175154,108,0,NORMAL
163,96,2026-02-09 10:44:00,2112.76,CREDIT,Netflix,Chandigarh,-0.4569331768812081,96,0,NORMAL
164,4,2026-04-30 10:09:00,2513.66,CREDIT,Local Store,Mumbai,-0.09179085075129591,105,0,NORMAL
165,83,2026-05-29 15:44:00,976.83,DEBIT,Walmart,Mumbai,-0.3373146930865885,101,0,NORMAL
166,6,2026-06-29 08:37:00,2427.06,DEBIT,Walmart,Delhi,-0.18834851738554945,117,0,NORMAL
167,31,2026-07-16 16:16:00,5305.49,DEBIT,Swiggy,Ludhiana,0.2541946427418706,104,0,NORMAL
168,96,2026-02-06 01:15:00,4549.83,CREDIT,Myntra,Ludhiana,1.0610220721491714,96,0,NORMAL
169,53,2026-06-11 21:48:00,4389.69,DEBIT,Netflix,Hyderabad,0.2434893188317104,105,0,NORMAL
170,47,2026-07-18 05:36:00,1303.3,DEBIT,Flipkart,Delhi,-0.38538089700612777,103,0,NORMAL
171,51,2026-02-03 09:03:00,2782.52,CREDIT,Netflix,Pune,-0.13228132873651144,108,0,NORMAL
172,82,2026-05-02 10:14:00,2801.41,DEBIT,Netflix,Mumbai,-0.1031696939592168,107,0,NORMAL
173,73,2026-03-26 19:58:00,1640.89,DEBIT,Flipkart,Hyderabad,-0.490696511847241,111,0,NORMAL
174,19,2026-04-11 22:51:00,2920.66,DEBIT,Uber,Mumbai,0.03188371483674675,98,0,NORMAL
175,70,2026-01-06 09:51:00,1901.42,DEBIT,Flipkart,Hyderabad,-0.6939300048631353,90,0,NORMAL
176,31,2026-04-07 14:49:00,4180.27,DEBIT,Amazon,Mumbai,0.09744637415664097,104,0,NORMAL
177,95,2026-05-12 19:32:00,2558.25,DEBIT,Shell,Ludhiana,-0.06745996473053559,113,0,NORMAL
178,14,2026-01-16 18:55:00,2684.38,DEBIT,Shell,Bangalore,-0.13699678328446072,112,0,NORMAL
179,59,2026-06-05 04:50:00,6411.1,CREDIT,Walmart,Chandigarh,0.38809675262218596,92,0,NORMAL
180,92,2026-01-30 09:57:00,5402.74,DEBIT,Flipkart,Ludhiana,0.41632229291963896,119,0,NORMAL
181,19,2026-04-29 09:30:00,751.48,DEBIT,Swiggy,Ludhiana,-1.4073779541073546,98,0,NORMAL
182,68,2026-06-06 15:08:00,2465.86,DEBIT,Walmart,Hyderabad,-0.17119083415828004,100,0,NORMAL
183,90,2026-03-20 06:54:00,721.73,DEBIT,Swiggy,Chandigarh,-0.3395197738116397,93,0,NORMAL
184,30,2026-05-26 04:09:00,1362.1,CREDIT,Swiggy,Pune,-0.37493176372977255,92,0,NORMAL
185,13,2026-06-22 16:12:00,1766.5,CREDIT,Walmart,Delhi,-0.6923801409469776,101,0,NORMAL
186,11,2026-05-16 16:14:00,1082.45,DEBIT,Uber,Ludhiana,-0.36215242481309046,118,0,NORMAL
187,8,2026-05-09 17:47:00,2489.11,DEBIT,Swiggy,Hyderabad,-0.18313549433918877,91,0,NORMAL
188,93,2026-04-24 18:13:00,669.78,DEBIT,Flipkart,Delhi,-1.4800422652150065,100,0,NORMAL
189,74,2026-05-08 16:58:00,46965.62,DEBIT,Shell,Bangalore,4.844617231589179,119,90,HIGH
190,15,2026-06-06 05:38:00,4863.36,DEBIT,Shell,Hyderabad,0.3978685598835275,91,0,NORMAL
191,80,2026-04-08 08:59:00,3143.68,CREDIT,Amazon,Mumbai,-0.07411150515727775,84,0,NORMAL
192,35,2026-05-04 17:25:00,3497.16,DEBIT,Flipkart,Delhi,0.47672182378404565,103,0,NORMAL
193,24,2026-01-12 03:53:00,3393.05,DEBIT,Walmart,Pune,0.38779043923036577,95,0,NORMAL
194,68,2026-05-05 02:47:00,1317.75,DEBIT,Uber,Bangalore,-0.4469251206670565,100,0,NORMAL
195,40,2026-01-20 03:42:00,3950.75,DEBIT,Uber,Mumbai,0.12322998130026724,109,0,NORMAL
196,97,2026-04-10 01:40:00,2233.42,DEBIT,Myntra,Pune,-0.5313554770597475,96,0,NORMAL
197,55,2026-02-11 10:33:00,2184.34,CREDIT,Flipkart,Chandigarh,-0.2492757788629025,118,0,NORMAL
198,15,2026-06-27 04:15:00,1900.83,DEBIT,Shell,Pune,-0.27037611627937386,91,0,NORMAL
199,40,2026-04-20 17:50:00,515.95,DEBIT,Netflix,Hyderabad,-0.46077164292764594,109,0,NORMAL
200,18,2026-02-13 16:26:00,4753.23,DEBIT,Amazon,Chandigarh,1.1560931746230905,96,0,NORMAL
201,96,2026-07-23 10:12:00,2955.31,DEBIT,Flipkart,Delhi,0.0678581483866529,96,0,NORMAL
202,51,2026-01-07 19:45:00,5357.19,DEBIT,Myntra,Delhi,0.26676916862464134,108,0,NORMAL
203,41,2026-02-11 22:24:00,2002.85,DEBIT,Swiggy,Delhi,-0.2615867879219336,100,0,NORMAL
204,42,2026-06-17 12:23:00,1050.67,CREDIT,Flipkart,Delhi,-0.46365086803113137,104,0,NORMAL
205,56,2026-05-25 02:15:00,4360.35,DEBIT,Apple,Pune,0.34086511691351656,101,0,NORMAL
206,44,2026-01-28 19:24:00,1995.65,CREDIT,Shell,Pune,-0.246885382320884,99,0,NORMAL
207,15,2026-02-23 18:32:00,3318.97,DEBIT,Netflix,Delhi,0.04950739715463587,91,0,NORMAL
208,19,2026-02-25 15:47:00,2322.52,DEBIT,Walmart,Mumbai,-0.3649851363707255,98,0,NORMAL
209,99,2026-07-25 12:36:00,2282.2,DEBIT,Local Store,Bangalore,-0.1991240568232938,103,0,NORMAL
210,81,2026-06-20 17:29:00,2061.65,DEBIT,Myntra,Pune,-0.25284588539414116,105,0,NORMAL
211,39,2026-06-18 02:46:00,3285.22,DEBIT,Myntra,Delhi,0.057955345334012705,101,0,NORMAL
212,8,2026-02-02 21:01:00,1886.12,DEBIT,Local Store,Ludhiana,-0.25243504957624213,91,0,NORMAL
213,65,2026-01-15 22:27:00,1018.12,DEBIT,Myntra,Hyderabad,-0.33188321331185,112,0,NORMAL
214,74,2026-06-23 04:06:00,2402.44,DEBIT,Shell,Mumbai,-0.21255693620082644,119,0,NORMAL
215,8,2026-01-31 16:52:00,2977.46,CREDIT,Shell,Pune,-0.12701111781550678,91,0,NORMAL
216,23,2026-06-09 23:43:00,377.32,DEBIT,Shell,Ludhiana,-1.5356556198997031,96,0,NORMAL
217,79,2026-05-04 04:41:00,1041.67,DEBIT,Local Store,Delhi,-1.135880872393059,122,10,NORMAL
218,81,2026-02-04 09:48:00,3911.48,DEBIT,Shell,Pune,0.0013672491966456935,105,0,NORMAL
219,50,2026-02-24 17:58:00,1671.86,CREDIT,Flipkart,Delhi,-0.26529108432790804,118,0,NORMAL
220,75,2026-04-23 22:50:00,2229.32,CREDIT,Swiggy,Mumbai,-0.25615637604971103,89,0,NORMAL
221,77,2026-04-30 14:16:00,4706.69,DEBIT,Uber,Pune,1.4094271705634271,84,0,NORMAL
222,90,2026-07-11 15:41:00,4917.07,DEBIT,Walmart,Pune,0.008846574745814052,93,0,NORMAL
223,86,2026-03-19 23:38:00,2036.53,DEBIT,Flipkart,Hyderabad,-0.5046760119548527,76,0,NORMAL
224,63,2026-02-26 09:55:00,1611.0,CREDIT,Walmart,Bangalore,-0.5983250742965167,88,0,NORMAL
225,13,2026-05-03 14:41:00,1679.58,DEBIT,Local Store,Mumbai,-0.7522963997040978,101,0,NORMAL
226,77,2026-03-02 06:30:00,1972.9,DEBIT,Myntra,Delhi,-0.42732489050074235,84,0,NORMAL
227,53,2026-06-13 10:47:00,1870.85,DEBIT,Netflix,Ludhiana,-0.3026231641829428,105,0,NORMAL
228,31,2026-06-20 18:19:00,664.79,CREDIT,Netflix,Bangalore,-0.39227599413223,104,0,NORMAL
229,87,2026-05-20 00:51:00,6080.72,DEBIT,Shell,Ludhiana,1.751645930107839,85,0,NORMAL
230,54,2026-02-20 09:20:00,4716.54,CREDIT,Apple,Delhi,0.060588818271139544,89,0,NORMAL
231,83,2026-07-07 20:05:00,1590.75,DEBIT,Walmart,Bangalore,-0.24168314987214104,101,0,NORMAL
232,11,2026-07-06 21:44:00,5594.99,DEBIT,Uber,Hyderabad,0.270383285961749,118,0,NORMAL
233,56,2026-01-10 17:02:00,1268.32,CREDIT,Swiggy,Delhi,-0.4642764044095156,101,0,NORMAL
234,51,2026-01-30 17:04:00,2081.62,DEBIT,Flipkart,Mumbai,-0.24091447146953432,108,0,NORMAL
235,4,2026-02-23 04:11:00,2556.21,DEBIT,Uber,Delhi,-0.057727838241205934,105,0,NORMAL
236,37,2026-02-20 12:47:00,5696.89,DEBIT,Myntra,Chandigarh,2.034445633564056,87,40,REVIEW
237,79,2026-07-19 19:31:00,612.07,CREDIT,Local Store,Ludhiana,-1.4308148891354995,122,10,NORMAL
238,55,2026-04-20 15:29:00,1092.16,DEBIT,Walmart,Delhi,-1.084824587834311,118,0,NORMAL
